# pmichel : Magniture<5, no other restrictions
#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-08-17T22:04:08 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.91 (20-Jun-2012)	
#INFO	-ref=VIZ502eb7e02d25	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/109&tab:{V/109/sky2kv4}&key:source=V/109/sky2kv4&HTTPPRM:&-ref=VIZ502eb7e02d25&-file=.&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=SKY2000&-out=HD&-out=Name&-out=Vname&-out=RAJ2000&-sort=RAJ2000&-out=DEJ2000&-out=Vmag&Vmag=3&-out=B-V&-out=U-B&-out=Sp&-ignore=Simbad=*&Simbad=Simbad&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-out.max=9999&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/109/sky2kv4
#-order=I
#-out=Name
#-out=Vname
#-out=RAJ2000
#-sort=RAJ2000
#-out=DEJ2000
#-out=Vmag
#Vmag=<5
#-out=B-V
#-out=v-mag1
#-out=v-mag2
#Simbad=Simbad
#

#RESOURCE=yCat_5109
#Name: V/109
#Title: SKY2000 Catalog, Version 4 (Myers+ 2002)
#Table	V_109_sky2kv4:
#Name: V/109/sky2kv4
#Title: The Sky2000 Version 4 Catalogue
#Column	Name	(a10)	Star name (or AGK3 number)	[ucd=meta.id]
#Column	Vname	(a10)	Variable star name (or doubtful variability)	[ucd=meta.id]
#Column	RAJ2000	(A13)	Right ascension (J2000) hours	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	?Observed visual magnitude (V or v)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	?B-V color (observed)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	v-mag1	(F6.3)	?v - passband #1 color	[ucd=phot.color]
#Column	v-mag2	(F6.3)	?v - passband #2 color	[ucd=phot.color]
Name;Vname;RAJ2000;DEJ2000;Vmag;B-V;v-mag1;v-mag2
   nu  Tuc;nu    Tuc ;22 33 00.0633;-61 58 55.639; 4.950; 1.524;      ;
 62eta Aqr;          ;22 35 21.3806;-00 07 02.991; 4.040;-0.073;-0.060;-0.130
  9    Lac;          ;22 37 22.4177;+51 32 42.442; 4.650; 0.250; 0.223; 0.360
 10    Lac; 25932    ;22 39 15.6787;+39 03 00.969; 4.890;-0.209;-0.131;-0.310
 11    Lac;          ;22 40 30.8591;+44 16 34.698; 4.500; 1.307; 0.960; 1.600
 18eps PsA; 14270    ;22 40 39.3400;-27 02 37.021; 4.190;-0.098; 0.010;-0.080
 42zet Peg;          ;22 41 27.7208;+10 49 52.912; 3.420;-0.073;-0.059;-0.090
 43omi Peg;          ;22 41 45.4084;+29 18 27.506; 4.800;-0.007;-0.015; 0.020
   bet Gru;bet   Gru ;22 42 40.0507;-46 53 04.477; 2.120; 1.535; 1.910; 3.560
 44eta Peg; 14285    ;22 43 00.1374;+30 13 16.483; 2.940; 0.851; 0.637; 1.120
   rho Gru;          ;22 43 29.9767;-41 24 51.648; 4.840; 1.014; 0.760; 1.410
 66    Aqr; 14291    ;22 43 35.2332;-18 49 49.351; 4.680; 1.362; 0.970; 1.690
   eta Gru;          ;22 45 37.8821;-53 30 00.436; 4.850; 1.164;      ;
   bet Oct;          ;22 46 03.5079;-81 22 53.815; 4.140; 0.217; 0.220; 0.320
 47lam Peg;          ;22 46 31.8787;+23 33 56.354; 3.960; 1.074; 0.736; 1.280
 46xi  Peg; 25957    ;22 46 41.5806;+12 10 22.396; 4.210; 0.499; 0.427; 0.750
          ;          ;22 47 29.0632;+83 09 13.789; 4.780; 1.267; 0.936; 1.610
   eps Gru; 14320    ;22 48 33.2984;-51 19 00.710; 3.490; 0.094; 0.110; 0.180
 71tau2Aqr; 14329    ;22 49 35.5023;-13 35 33.475; 4.040; 1.567; 1.250; 2.140
 32iot Cep;          ;22 49 40.8166;+66 12 01.468; 3.500; 1.052; 0.750; 1.360
 48mu  Peg;          ;22 50 00.1928;+24 36 05.685; 3.510; 0.928; 0.682; 1.150
 15    Lac;          ;22 52 02.0350;+43 18 44.702; 4.940; 1.563; 1.243;
 22gam PsA; 14338    ;22 52 31.5348;-32 52 31.815; 4.510;-0.040; 0.020; 0.040
 73lam Aqr;lam   Aqr ;22 52 36.8759;-07 34 46.557; 3.750; 1.595; 1.413; 2.610
          ;          ;22 54 24.9673;+84 20 46.236; 4.690; 1.431; 1.051; 1.820
 76del Aqr; 14356    ;22 54 39.0125;-15 49 14.953; 3.270; 0.075; 0.070; 0.110
 50rho Peg;          ;22 55 13.6727;+08 48 58.197; 4.910; 0.000;-0.009; 0.020
 23del PsA;          ;22 55 56.8995;-32 32 22.662; 4.220; 0.962; 0.740; 1.350
          ;V0424 Lac ;22 56 25.9987;+49 44 00.758; 4.980; 1.766; 1.363; 2.400
 24alp PsA; 14372    ;22 57 39.0465;-29 37 20.050; 1.230; 0.142; 0.050; 0.070
   zet Gru;          ;23 00 52.8116;-52 45 14.893; 4.120; 0.970; 0.780; 1.310
  1omi And;omi   And ;23 01 55.2647;+42 19 33.505; 3.640;-0.085;-0.051;-0.070
 53bet Peg;bet   Peg ;23 03 46.4575;+28 04 58.041; 2.470; 1.628; 1.519; 2.820
  4bet Psc; 14410    ;23 03 52.6140;+03 49 12.163; 4.500;-0.114;-0.062;-0.150
  3    And;          ;23 04 10.9832;+50 03 07.526; 4.650; 1.057; 0.774; 1.310
 54alp Peg; 14417    ;23 04 45.6538;+15 12 18.952; 2.490;-0.008;-0.027;-0.020
  1    Cas;          ;23 06 36.8176;+59 25 11.136; 4.850;-0.064; 0.009;-0.020
 86    Aqr;          ;23 06 40.8432;-23 44 35.198; 4.480; 0.890; 0.710; 1.200
   the Gru;          ;23 06 52.7296;-43 31 13.290; 4.330; 0.441; 0.380; 0.560
 55    Peg; 14428    ;23 07 00.2598;+09 24 34.170; 4.540; 1.544; 1.275; 2.280
 56    Peg; 14429    ;23 07 06.7394;+25 28 05.731; 4.760; 1.284; 0.952; 1.680
 33pi  Cep;          ;23 07 53.8514;+75 23 14.986; 4.420; 0.789; 0.618; 1.080
 88    Aqr;          ;23 09 26.7971;-21 10 20.675; 3.680; 1.217; 0.881; 1.440
 89    Aqr;          ;23 09 54.9043;-22 27 27.419; 4.720; 0.642; 0.540; 0.900
   iot Gru;          ;23 10 21.5377;-45 14 48.161; 3.880; 1.000; 0.750; 1.280
  7    And;          ;23 12 33.0034;+49 24 22.346; 4.540; 0.305; 0.262; 0.450
 90phi Aqr; 26044    ;23 14 19.3596;-06 02 56.410; 4.230; 1.546; 1.328; 2.360
 91psi1Aqr;          ;23 15 53.4947;-09 05 15.853; 4.240; 1.100; 0.794; 1.350
 92chi Aqr;chi   Aqr ;23 16 50.9395;-07 43 35.413; 4.997; 1.608; 1.767;
  6gam Psc;          ;23 17 09.9379;+03 16 56.240; 3.700; 0.916; 0.705; 1.230
   gam Tuc;          ;23 17 25.7733;-58 14 08.643; 4.000; 0.403; 0.410; 0.640
  8    And; 14484    ;23 17 44.6470;+49 00 55.079; 4.830; 1.641; 1.469; 2.720
 93psi2Aqr;psi 2 Aqr ;23 17 54.2152;-09 10 57.048; 4.410;-0.142;-0.089;-0.200
 34omi Cep; 14495    ;23 18 37.4928;+68 06 41.201; 4.860; 0.896; 0.650; 1.100
   gam Scl;          ;23 18 49.4404;-32 31 55.296; 4.410; 1.126; 0.840; 1.470
 62tau Peg;tau   Peg ;23 20 38.2426;+23 44 25.213; 4.590; 0.176; 0.151; 0.300
 98    Aqr;          ;23 22 58.2268;-20 06 02.088; 3.960; 1.090; 0.820; 1.420
  4    Cas; 14549    ;23 24 50.2624;+62 16 58.104; 4.970; 1.648; 1.377;
 68ups Peg;          ;23 25 22.7842;+23 24 14.764; 4.430; 0.601; 0.482; 0.860
 99    Aqr; 14554    ;23 26 02.7861;-20 38 31.251; 4.370; 1.468; 1.120; 1.930
  8kap Psc;kap   Psc ;23 26 55.9553;+01 15 20.189; 4.930; 0.046; 0.009; 0.040
 10the Psc; 26086    ;23 27 58.0951;+06 22 44.372; 4.280; 1.067; 0.767; 1.330
 70    Peg;          ;23 29 09.2960;+12 45 37.993; 4.540; 0.934; 0.680; 1.190
          ;AR    Cas ;23 30 01.9404;+58 32 56.112; 4.890;-0.124;-0.063;-0.240
   bet Scl; 14608    ;23 32 58.2593;-37 49 05.763; 4.380;-0.085; 0.000;-0.070
101    Aqr;          ;23 33 16.6235;-20 54 52.215; 4.710; 0.018; 0.070; 0.100
 72    Peg; 14617    ;23 33 57.1876;+31 19 30.998; 4.980; 1.379; 1.014;
   iot Phe;iot   Phe ;23 35 04.5640;-42 36 54.269; 4.710; 0.085; 0.120; 0.190
 16lam And;lam   And ;23 37 33.8425;+46 27 29.347; 3.870; 0.981; 0.800; 1.350
          ;          ;23 37 50.9947;-45 29 32.465; 4.740; 0.085; 0.110; 0.160
 17iot And; 14646    ;23 38 08.2013;+43 16 05.063; 4.290;-0.086;-0.058;-0.090
 35gam Cep; 14656    ;23 39 20.8490;+77 37 56.193; 3.220; 1.036; 0.764; 1.260
102ome1Aqr;          ;23 39 47.0680;-14 13 19.840; 4.980; 0.249; 0.220;
 17iot Psc; 14657    ;23 39 57.0409;+05 37 34.650; 4.140; 0.511; 0.434; 0.750
 19kap And; 26123    ;23 40 24.5081;+44 20 02.154; 4.150;-0.065;-0.067;-0.080
104    Aqr; 14671    ;23 41 45.8060;-17 48 59.519; 4.820; 0.804; 0.610; 1.020
 18lam Psc;          ;23 42 02.8062;+01 46 48.147; 4.500; 0.204; 0.155; 0.280
105ome2Aqr;          ;23 42 43.3441;-14 32 41.657; 4.490;-0.035; 0.020;-0.030
 78    Peg;          ;23 43 59.4858;+29 21 41.233; 4.940; 0.931; 0.693; 1.190
 20psi And;          ;23 46 02.0483;+46 25 12.987; 4.980; 1.084; 0.783; 1.340
  5tau Cas; 14707    ;23 47 03.4547;+58 39 07.162; 4.880; 1.120; 0.796;
   del Scl;          ;23 48 55.5461;-28 07 48.964; 4.580; 0.008; 0.040; 0.020
  7rho Cas;rho   Cas ;23 54 23.0324;+57 29 57.776; 4.510; 1.188; 0.916; 1.700
 84psi Peg; 14777    ;23 57 45.5264;+25 08 29.044; 4.660; 1.535; 1.531; 2.800
 27    Psc; 14785    ;23 58 40.3775;-03 33 21.540; 4.880; 0.929; 0.690;
  8sig Cas;          ;23 59 00.5393;+55 45 17.742; 4.880;-0.071;-0.023;-0.070
 28ome Psc; 14793    ;23 59 18.6896;+06 51 47.956; 4.030; 0.412; 0.360; 0.620
   eps Tuc;          ;23 59 54.9787;-65 34 37.675; 4.500;-0.077; 0.020;-0.030


